,time,ten9_comp,Total Stress,S3 Magnitude,Temperature
846,32636282.0,xx,-8.705627e+07,-8.7053736e+07,332.71545
847,32636282.0,xy,-2.9464325e-10,-8.7053736e+07,332.71545
848,32636282.0,xz,-126251.09,-8.7053736e+07,332.71545
849,32636282.0,yx,-2.9464325e-10,-8.7053736e+07,332.71545
850,32636282.0,yy,-8.707638e+07,-8.7053736e+07,332.71545
851,32636282.0,yz,-135997.0,-8.7053736e+07,332.71545
852,32636282.0,zx,-126251.09,-8.7053736e+07,332.71545
853,32636282.0,zy,-135997.0,-8.7053736e+07,332.71545
854,32636282.0,zz,-9.415315e+07,-8.7053736e+07,332.71545
855,33136282.0,xx,-8.687849e+07,-8.6876024e+07,332.50616
856,33136282.0,xy,-2.936997e-10,-8.6876024e+07,332.50616
857,33136282.0,xz,-126108.38,-8.6876024e+07,332.50616
858,33136282.0,yx,-2.936997e-10,-8.6876024e+07,332.50616
859,33136282.0,yy,-8.6899224e+07,-8.6876024e+07,332.50616
860,33136282.0,yz,-135407.08,-8.6876024e+07,332.50616
861,33136282.0,zx,-126108.38,-8.6876024e+07,332.50616
862,33136282.0,zy,-135407.08,-8.6876024e+07,332.50616
863,33136282.0,zz,-9.413373e+07,-8.6876024e+07,332.50616
864,33636284.0,xx,-8.690771e+07,-8.690518e+07,332.50616
865,33636284.0,xy,-2.928337e-10,-8.690518e+07,332.50616
866,33636284.0,xz,-127571.66,-8.690518e+07,332.50616
867,33636284.0,yx,-2.928337e-10,-8.690518e+07,332.50616
868,33636284.0,yy,-8.692914e+07,-8.690518e+07,332.50616
869,33636284.0,yz,-136529.31,-8.690518e+07,332.50616
870,33636284.0,zx,-127571.66,-8.690518e+07,332.50616
871,33636284.0,zy,-136529.31,-8.690518e+07,332.50616
872,33636284.0,zz,-9.413404e+07,-8.690518e+07,332.50616
873,34136284.0,xx,-8.673827e+07,-8.673582e+07,332.3023
874,34136284.0,xy,-2.9178268e-10,-8.673582e+07,332.3023
875,34136284.0,xz,-127312.664,-8.673582e+07,332.3023
876,34136284.0,yx,-2.9178268e-10,-8.673582e+07,332.3023
877,34136284.0,yy,-8.6760456e+07,-8.673582e+07,332.3023
878,34136284.0,yz,-135849.81,-8.673582e+07,332.3023
879,34136284.0,zx,-127312.664,-8.673582e+07,332.3023
880,34136284.0,zy,-135849.81,-8.673582e+07,332.3023
881,34136284.0,zz,-9.411306e+07,-8.673582e+07,332.3023
882,34636284.0,xx,-8.677042e+07,-8.676791e+07,332.3023
883,34636284.0,xy,-2.9075825e-10,-8.676791e+07,332.3023
884,34636284.0,xz,-128600.234,-8.676791e+07,332.3023
885,34636284.0,yx,-2.9075825e-10,-8.676791e+07,332.3023
886,34636284.0,yy,-8.679316e+07,-8.676791e+07,332.3023
887,34636284.0,yz,-136822.75,-8.676791e+07,332.3023
888,34636284.0,zx,-128600.234,-8.676791e+07,332.3023
889,34636284.0,zy,-136822.75,-8.676791e+07,332.3023
890,34636284.0,zz,-9.4112184e+07,-8.676791e+07,332.3023
891,35136284.0,xx,-8.660948e+07,-8.660705e+07,332.1036
892,35136284.0,xy,-2.8941488e-10,-8.660705e+07,332.1036
893,35136284.0,xz,-128195.08,-8.660705e+07,332.1036
894,35136284.0,yx,-2.8941488e-10,-8.660705e+07,332.1036
895,35136284.0,yy,-8.663196e+07,-8.660705e+07,332.1036
896,35136284.0,yz,-136026.19,-8.660705e+07,332.1036
897,35136284.0,zx,-128195.08,-8.660705e+07,332.1036
898,35136284.0,zy,-136026.19,-8.660705e+07,332.1036
899,35136284.0,zz,-9.409127e+07,-8.660705e+07,332.1036
900,35636284.0,xx,-8.664454e+07,-8.6642056e+07,332.1036
901,35636284.0,xy,-2.8823935e-10,-8.6642056e+07,332.1036
902,35636284.0,xz,-129282.31,-8.6642056e+07,332.1036
903,35636284.0,yx,-2.8823935e-10,-8.6642056e+07,332.1036
904,35636284.0,yy,-8.666742e+07,-8.6642056e+07,332.1036
905,35636284.0,yz,-136826.73,-8.6642056e+07,332.1036
906,35636284.0,zx,-129282.31,-8.6642056e+07,332.1036
907,35636284.0,zy,-136826.73,-8.6642056e+07,332.1036
908,35636284.0,zz,-9.408938e+07,-8.6642056e+07,332.1036
909,36136284.0,xx,-8.649159e+07,-8.648917e+07,331.90982
910,36136284.0,xy,-2.867969e-10,-8.648917e+07,331.90982
911,36136284.0,xz,-128702.05,-8.648917e+07,331.90982
912,36136284.0,yx,-2.867969e-10,-8.648917e+07,331.90982
913,36136284.0,yy,-8.651419e+07,-8.648917e+07,331.90982
914,36136284.0,yz,-135891.58,-8.648917e+07,331.90982
915,36136284.0,zx,-128702.05,-8.648917e+07,331.90982
916,36136284.0,zy,-135891.58,-8.648917e+07,331.90982
917,36136284.0,zz,-9.40674e+07,-8.648917e+07,331.90982
918,36636284.0,xx,-8.652947e+07,-8.6527e+07,331.90982
919,36636284.0,xy,-2.8548736e-10,-8.6527e+07,331.90982
920,36636284.0,xz,-129573.32,-8.6527e+07,331.90982
921,36636284.0,yx,-2.8548736e-10,-8.6527e+07,331.90982
922,36636284.0,yy,-8.655234e+07,-8.6527e+07,331.90982
923,36636284.0,yz,-136504.56,-8.6527e+07,331.90982
924,36636284.0,zx,-129573.32,-8.6527e+07,331.90982
925,36636284.0,zy,-136504.56,-8.6527e+07,331.90982
926,36636284.0,zz,-9.406468e+07,-8.6527e+07,331.90982
927,37136284.0,xx,-8.638349e+07,-8.6381096e+07,331.72076
928,37136284.0,xy,-2.8393632e-10,-8.6381096e+07,331.72076
929,37136284.0,xz,-128806.375,-8.6381096e+07,331.72076
930,37136284.0,yx,-2.8393632e-10,-8.6381096e+07,331.72076
931,37136284.0,yy,-8.640683e+07,-8.6381096e+07,331.72076
932,37136284.0,yz,-135420.05,-8.6381096e+07,331.72076
933,37136284.0,zx,-128806.375,-8.6381096e+07,331.72076
934,37136284.0,zy,-135420.05,-8.6381096e+07,331.72076
935,37136284.0,zz,-9.404332e+07,-8.6381096e+07,331.72076
936,37636284.0,xx,-8.642406e+07,-8.642164e+07,331.72076
937,37636284.0,xy,-2.8250843e-10,-8.642164e+07,331.72076
938,37636284.0,xz,-129455.734,-8.642164e+07,331.72076
939,37636284.0,yx,-2.8250843e-10,-8.642164e+07,331.72076
940,37636284.0,yy,-8.644757e+07,-8.642164e+07,331.72076
941,37636284.0,yz,-135838.72,-8.642164e+07,331.72076
942,37636284.0,zx,-129455.734,-8.642164e+07,331.72076
943,37636284.0,zy,-135838.72,-8.642164e+07,331.72076
944,37636284.0,zz,-9.403999e+07,-8.642164e+07,331.72076
945,38136284.0,xx,-8.628531e+07,-8.628297e+07,331.53616
946,38136284.0,xy,-2.807804e-10,-8.628297e+07,331.53616
947,38136284.0,xz,-128501.17,-8.628297e+07,331.53616
948,38136284.0,yx,-2.807804e-10,-8.628297e+07,331.53616
949,38136284.0,yy,-8.630888e+07,-8.628297e+07,331.53616
950,38136284.0,yz,-134595.78,-8.628297e+07,331.53616
951,38136284.0,zx,-128501.17,-8.628297e+07,331.53616
952,38136284.0,zy,-134595.78,-8.628297e+07,331.53616
953,38136284.0,zz,-9.401915e+07,-8.628297e+07,331.53616
954,38636284.0,xx,-8.632845e+07,-8.632607e+07,331.53616
955,38636284.0,xy,-2.792479e-10,-8.632607e+07,331.53616
956,38636284.0,xz,-128929.65,-8.632607e+07,331.53616
957,38636284.0,yx,-2.792479e-10,-8.632607e+07,331.53616
958,38636284.0,yy,-8.635205e+07,-8.632607e+07,331.53616
959,38636284.0,yz,-134820.19,-8.632607e+07,331.53616
960,38636284.0,zx,-128929.65,-8.632607e+07,331.53616
961,38636284.0,zy,-134820.19,-8.632607e+07,331.53616
962,38636284.0,zz,-9.401544e+07,-8.632607e+07,331.53616
963,39136284.0,xx,-8.619622e+07,-8.619394e+07,331.3561
964,39136284.0,xy,-2.7750752e-10,-8.619394e+07,331.3561
965,39136284.0,xz,-127790.945,-8.619394e+07,331.3561
966,39136284.0,yx,-2.7750752e-10,-8.619394e+07,331.3561
967,39136284.0,yy,-8.622041e+07,-8.619394e+07,331.3561
968,39136284.0,yz,-133420.42,-8.619394e+07,331.3561
969,39136284.0,zx,-127790.945,-8.619394e+07,331.3561
970,39136284.0,zy,-133420.42,-8.619394e+07,331.3561
971,39136284.0,zz,-9.399389e+07,-8.619394e+07,331.3561
972,39636284.0,xx,-8.6241656e+07,-8.6239336e+07,331.3561
973,39636284.0,xy,-2.7588914e-10,-8.6239336e+07,331.3561
974,39636284.0,xz,-128005.9,-8.6239336e+07,331.3561
975,39636284.0,yx,-2.7588914e-10,-8.6239336e+07,331.3561
976,39636284.0,yy,-8.626578e+07,-8.6239336e+07,331.3561
977,39636284.0,yz,-133456.72,-8.6239336e+07,331.3561
978,39636284.0,zx,-128005.9,-8.6239336e+07,331.3561
979,39636284.0,zy,-133456.72,-8.6239336e+07,331.3561
980,39636284.0,zz,-9.398999e+07,-8.6239336e+07,331.3561
981,40136284.0,xx,-8.611612e+07,-8.611388e+07,331.1801
982,40136284.0,xy,-2.73841e-10,-8.611388e+07,331.1801
983,40136284.0,xz,-126692.05,-8.611388e+07,331.1801
984,40136284.0,yx,-2.73841e-10,-8.611388e+07,331.1801
985,40136284.0,yy,-8.6139384e+07,-8.611388e+07,331.1801
986,40136284.0,yz,-131909.33,-8.611388e+07,331.1801
987,40136284.0,zx,-126692.05,-8.611388e+07,331.1801
988,40136284.0,zy,-131909.33,-8.611388e+07,331.1801
989,40136284.0,zz,-9.397034e+07,-8.611388e+07,331.1801
990,40636284.0,xx,-8.616369e+07,-8.616143e+07,331.1801
991,40636284.0,xy,-2.7214686e-10,-8.616143e+07,331.1801
992,40636284.0,xz,-126705.07,-8.616143e+07,331.1801
993,40636284.0,yx,-2.7214686e-10,-8.616143e+07,331.1801
994,40636284.0,yy,-8.61868e+07,-8.616143e+07,331.1801
995,40636284.0,yz,-131768.23,-8.616143e+07,331.1801
996,40636284.0,zx,-126705.07,-8.616143e+07,331.1801
997,40636284.0,zy,-131768.23,-8.616143e+07,331.1801
998,40636284.0,zz,-9.396643e+07,-8.616143e+07,331.1801
999,41136284.0,xx,-8.604442e+07,-8.604224e+07,331.00836
1000,41136284.0,xy,-2.7015148e-10,-8.604224e+07,331.00836
1001,41136284.0,xz,-125228.98,-8.604224e+07,331.00836
1002,41136284.0,yx,-2.7015148e-10,-8.604224e+07,331.00836
1003,41136284.0,yy,-8.606718e+07,-8.604224e+07,331.00836
1004,41136284.0,yz,-130089.7,-8.604224e+07,331.00836
1005,41136284.0,zx,-125228.98,-8.604224e+07,331.00836
1006,41136284.0,zy,-130089.7,-8.604224e+07,331.00836
1007,41136284.0,zz,-9.394651e+07,-8.604224e+07,331.00836
1008,41636284.0,xx,-8.609385e+07,-8.609166e+07,331.00836
1009,41636284.0,xy,-2.684029e-10,-8.609166e+07,331.00836
1010,41636284.0,xz,-125056.44,-8.609166e+07,331.00836
1011,41636284.0,yx,-2.684029e-10,-8.609166e+07,331.00836
1012,41636284.0,yy,-8.61164e+07,-8.609166e+07,331.00836
1013,41636284.0,yz,-129786.75,-8.609166e+07,331.00836
1014,41636284.0,zx,-125056.44,-8.609166e+07,331.00836
1015,41636284.0,zy,-129786.75,-8.609166e+07,331.00836
1016,41636284.0,zz,-9.3942776e+07,-8.609166e+07,331.00836
1017,42136284.0,xx,-8.5979704e+07,-8.597762e+07,330.84048
1018,42136284.0,xy,-2.6637817e-10,-8.597762e+07,330.84048
1019,42136284.0,xz,-123438.484,-8.597762e+07,330.84048
1020,42136284.0,yx,-2.6637817e-10,-8.597762e+07,330.84048
1021,42136284.0,yy,-8.60026e+07,-8.597762e+07,330.84048
1022,42136284.0,yz,-127989.836,-8.597762e+07,330.84048
1023,42136284.0,zx,-123438.484,-8.597762e+07,330.84048
1024,42136284.0,zy,-127989.836,-8.597762e+07,330.84048
1025,42136284.0,zz,-9.3924296e+07,-8.597762e+07,330.84048
1026,42636284.0,xx,-8.603079e+07,-8.6028696e+07,330.84048
1027,42636284.0,xy,-2.6458713e-10,-8.6028696e+07,330.84048
1028,42636284.0,xz,-123097.36,-8.6028696e+07,330.84048
1029,42636284.0,yx,-2.6458713e-10,-8.6028696e+07,330.84048
1030,42636284.0,yy,-8.605342e+07,-8.6028696e+07,330.84048
1031,42636284.0,yz,-127541.5,-8.6028696e+07,330.84048
1032,42636284.0,zx,-123097.36,-8.6028696e+07,330.84048
1033,42636284.0,zy,-127541.5,-8.6028696e+07,330.84048
1034,42636284.0,zz,-9.392083e+07,-8.6028696e+07,330.84048
1035,43136284.0,xx,-8.592263e+07,-8.5920616e+07,330.6769
1036,43136284.0,xy,-2.623304e-10,-8.5920616e+07,330.6769
1037,43136284.0,xz,-121354.7,-8.5920616e+07,330.6769
1038,43136284.0,yx,-2.623304e-10,-8.5920616e+07,330.6769
1039,43136284.0,yy,-8.594469e+07,-8.5920616e+07,330.6769
1040,43136284.0,yz,-125647.805,-8.5920616e+07,330.6769
1041,43136284.0,zx,-121354.7,-8.5920616e+07,330.6769
1042,43136284.0,zy,-125647.805,-8.5920616e+07,330.6769
1043,43136284.0,zz,-9.390484e+07,-8.5920616e+07,330.6769
1044,43636284.0,xx,-8.597522e+07,-8.597321e+07,330.6769
1045,43636284.0,xy,-2.6050695e-10,-8.597321e+07,330.6769
1046,43636284.0,xz,-120863.33,-8.597321e+07,330.6769
1047,43636284.0,yx,-2.6050695e-10,-8.597321e+07,330.6769
1048,43636284.0,yy,-8.599698e+07,-8.597321e+07,330.6769
1049,43636284.0,yz,-125071.95,-8.597321e+07,330.6769
1050,43636284.0,zx,-120863.33,-8.597321e+07,330.6769
1051,43636284.0,zy,-125071.95,-8.597321e+07,330.6769
1052,43636284.0,zz,-9.390173e+07,-8.597321e+07,330.6769
1053,44136284.0,xx,-8.587207e+07,-8.587014e+07,330.51694
1054,44136284.0,xy,-2.5833927e-10,-8.587014e+07,330.51694
1055,44136284.0,xz,-119014.266,-8.587014e+07,330.51694
1056,44136284.0,yx,-2.5833927e-10,-8.587014e+07,330.51694
1057,44136284.0,yy,-8.58933e+07,-8.587014e+07,330.51694
1058,44136284.0,yz,-123095.375,-8.587014e+07,330.51694
1059,44136284.0,zx,-119014.266,-8.587014e+07,330.51694
1060,44136284.0,zy,-123095.375,-8.587014e+07,330.51694
1061,44136284.0,zz,-9.3884696e+07,-8.587014e+07,330.51694
1062,44636284.0,xx,-8.5925816e+07,-8.5923896e+07,330.51694
1063,44636284.0,xy,-2.564965e-10,-8.5923896e+07,330.51694
1064,44636284.0,xz,-118393.12,-8.5923896e+07,330.51694
1065,44636284.0,yx,-2.564965e-10,-8.5923896e+07,330.51694
1066,44636284.0,yy,-8.594671e+07,-8.5923896e+07,330.51694
1067,44636284.0,yz,-122412.17,-8.5923896e+07,330.51694
1068,44636284.0,zx,-118393.12,-8.5923896e+07,330.51694
1069,44636284.0,zy,-122412.17,-8.5923896e+07,330.51694
1070,44636284.0,zz,-9.3882e+07,-8.5923896e+07,330.51694
1071,45136284.0,xx,-8.582727e+07,-8.582544e+07,330.36038
1072,45136284.0,xy,-2.5425198e-10,-8.582544e+07,330.36038
1073,45136284.0,xz,-116452.06,-8.582544e+07,330.36038
1074,45136284.0,yx,-2.5425198e-10,-8.582544e+07,330.36038
1075,45136284.0,yy,-8.584752e+07,-8.582544e+07,330.36038
1076,45136284.0,yz,-120371.42,-8.582544e+07,330.36038
1077,45136284.0,zx,-116452.06,-8.582544e+07,330.36038
1078,45136284.0,zy,-120371.42,-8.582544e+07,330.36038
1079,45136284.0,zz,-9.386707e+07,-8.582544e+07,330.36038
1080,45636284.0,xx,-8.588203e+07,-8.588021e+07,330.36038
1081,45636284.0,xy,-2.5239938e-10,-8.588021e+07,330.36038
1082,45636284.0,xz,-115719.4,-8.588021e+07,330.36038
1083,45636284.0,yx,-2.5239938e-10,-8.588021e+07,330.36038
1084,45636284.0,yy,-8.5901944e+07,-8.588021e+07,330.36038
1085,45636284.0,yz,-119598.52,-8.588021e+07,330.36038
1086,45636284.0,zx,-115719.4,-8.588021e+07,330.36038
1087,45636284.0,zy,-119598.52,-8.588021e+07,330.36038
1088,45636284.0,zz,-9.3864824e+07,-8.588021e+07,330.36038
1089,46136284.0,xx,-8.5787464e+07,-8.578572e+07,330.20703
1090,46136284.0,xy,-2.502615e-10,-8.578572e+07,330.20703
1091,46136284.0,xz,-113707.984,-8.578572e+07,330.20703
1092,46136284.0,yx,-2.502615e-10,-8.578572e+07,330.20703
1093,46136284.0,yy,-8.5807176e+07,-8.578572e+07,330.20703
1094,46136284.0,yz,-117510.9,-8.578572e+07,330.20703
1095,46136284.0,zx,-113707.984,-8.578572e+07,330.20703
1096,46136284.0,zy,-117510.9,-8.578572e+07,330.20703
1097,46136284.0,zz,-9.384967e+07,-8.578572e+07,330.20703
1098,46636284.0,xx,-8.5842984e+07,-8.584125e+07,330.20703
1099,46636284.0,xy,-2.4840915e-10,-8.584125e+07,330.20703
1100,46636284.0,xz,-112883.055,-8.584125e+07,330.20703
1101,46636284.0,yx,-2.4840915e-10,-8.584125e+07,330.20703
1102,46636284.0,yy,-8.586236e+07,-8.584125e+07,330.20703
1103,46636284.0,yz,-116666.77,-8.584125e+07,330.20703
1104,46636284.0,zx,-112883.055,-8.584125e+07,330.20703
1105,46636284.0,zy,-116666.77,-8.584125e+07,330.20703
1106,46636284.0,zz,-9.384786e+07,-8.584125e+07,330.20703
1107,47136284.0,xx,-8.5752424e+07,-8.575077e+07,330.05695
1108,47136284.0,xy,-2.461748e-10,-8.575077e+07,330.05695
1109,47136284.0,xz,-110818.44,-8.575077e+07,330.05695
1110,47136284.0,yx,-2.461748e-10,-8.575077e+07,330.05695
1111,47136284.0,yy,-8.577125e+07,-8.575077e+07,330.05695
1112,47136284.0,yz,-114548.87,-8.575077e+07,330.05695
1113,47136284.0,zx,-110818.44,-8.575077e+07,330.05695
1114,47136284.0,zy,-114548.87,-8.575077e+07,330.05695
1115,47136284.0,zz,-9.38347e+07,-8.575077e+07,330.05695
1116,47636284.0,xx,-8.5808584e+07,-8.580694e+07,330.05695
1117,47636284.0,xy,-2.443277e-10,-8.580694e+07,330.05695
1118,47636284.0,xz,-109917.37,-8.580694e+07,330.05695
1119,47636284.0,yx,-2.443277e-10,-8.580694e+07,330.05695
1120,47636284.0,yy,-8.582707e+07,-8.580694e+07,330.05695
1121,47636284.0,yz,-113648.516,-8.580694e+07,330.05695
1122,47636284.0,zx,-109917.37,-8.580694e+07,330.05695
1123,47636284.0,zy,-113648.516,-8.580694e+07,330.05695
1124,47636284.0,zz,-9.383333e+07,-8.580694e+07,330.05695
1125,48136284.0,xx,-8.572163e+07,-8.572007e+07,329.90988
1126,48136284.0,xy,-2.4209565e-10,-8.572007e+07,329.90988
1127,48136284.0,xz,-107813.47,-8.572007e+07,329.90988
1128,48136284.0,yx,-2.4209565e-10,-8.572007e+07,329.90988
1129,48136284.0,yy,-8.573935e+07,-8.572007e+07,329.90988
1130,48136284.0,yz,-111510.734,-8.572007e+07,329.90988
1131,48136284.0,zx,-107813.47,-8.572007e+07,329.90988
1132,48136284.0,zy,-111510.734,-8.572007e+07,329.90988
1133,48136284.0,zz,-9.382077e+07,-8.572007e+07,329.90988
1134,48636284.0,xx,-8.577826e+07,-8.577671e+07,329.90988
1135,48636284.0,xy,-2.402594e-10,-8.577671e+07,329.90988
1136,48636284.0,xz,-106852.266,-8.577671e+07,329.90988
1137,48636284.0,yx,-2.402594e-10,-8.577671e+07,329.90988
1138,48636284.0,yy,-8.5795656e+07,-8.577671e+07,329.90988
1139,48636284.0,yz,-110568.734,-8.577671e+07,329.90988
1140,48636284.0,zx,-106852.266,-8.577671e+07,329.90988
1141,48636284.0,zy,-110568.734,-8.577671e+07,329.90988
1142,48636284.0,zz,-9.3819784e+07,-8.577671e+07,329.90988
1143,49136284.0,xx,-8.569423e+07,-8.569277e+07,329.76584
1144,49136284.0,xy,-2.3813357e-10,-8.569277e+07,329.76584
1145,49136284.0,xz,-104727.164,-8.569277e+07,329.76584
1146,49136284.0,yx,-2.3813357e-10,-8.569277e+07,329.76584
1147,49136284.0,yy,-8.57118e+07,-8.569277e+07,329.76584
1148,49136284.0,yz,-108431.59,-8.569277e+07,329.76584
1149,49136284.0,zx,-104727.164,-8.569277e+07,329.76584
1150,49136284.0,zy,-108431.59,-8.569277e+07,329.76584
1151,49136284.0,zz,-9.380802e+07,-8.569277e+07,329.76584
1152,49636284.0,xx,-8.575117e+07,-8.574972e+07,329.76584
1153,49636284.0,xy,-2.3631455e-10,-8.574972e+07,329.76584
1154,49636284.0,xz,-103720.61,-8.574972e+07,329.76584
1155,49636284.0,yx,-2.3631455e-10,-8.574972e+07,329.76584
1156,49636284.0,yy,-8.576842e+07,-8.574972e+07,329.76584
1157,49636284.0,yz,-107460.81,-8.574972e+07,329.76584
1158,49636284.0,zx,-103720.61,-8.574972e+07,329.76584
1159,49636284.0,zy,-107460.81,-8.574972e+07,329.76584
1160,49636284.0,zz,-9.38074e+07,-8.574972e+07,329.76584
1161,50136284.0,xx,-8.567007e+07,-8.56687e+07,329.62457
1162,50136284.0,xy,-2.3420785e-10,-8.56687e+07,329.62457
1163,50136284.0,xz,-101584.484,-8.56687e+07,329.62457
1164,50136284.0,yx,-2.3420785e-10,-8.56687e+07,329.62457
1165,50136284.0,yy,-8.568751e+07,-8.56687e+07,329.62457
1166,50136284.0,yz,-105330.12,-8.56687e+07,329.62457
1167,50136284.0,zx,-101584.484,-8.56687e+07,329.62457
1168,50136284.0,zy,-105330.12,-8.56687e+07,329.62457
1169,50136284.0,zz,-9.37963e+07,-8.56687e+07,329.62457
1170,50636284.0,xx,-8.5727176e+07,-8.572582e+07,329.62457
1171,50636284.0,xy,-2.3241033e-10,-8.572582e+07,329.62457
1172,50636284.0,xz,-100545.68,-8.572582e+07,329.62457
1173,50636284.0,yx,-2.3241033e-10,-8.572582e+07,329.62457
1174,50636284.0,yy,-8.574431e+07,-8.572582e+07,329.62457
1175,50636284.0,yz,-104341.586,-8.572582e+07,329.62457
1176,50636284.0,zx,-100545.68,-8.572582e+07,329.62457
1177,50636284.0,zy,-104341.586,-8.572582e+07,329.62457
1178,50636284.0,zz,-9.3796024e+07,-8.572582e+07,329.62457
1179,51136284.0,xx,-8.56491e+07,-8.564782e+07,329.4861
1180,51136284.0,xy,-2.3026164e-10,-8.564782e+07,329.4861
1181,51136284.0,xz,-98411.85,-8.564782e+07,329.4861
1182,51136284.0,yx,-2.3026164e-10,-8.564782e+07,329.4861
1183,51136284.0,yy,-8.566613e+07,-8.564782e+07,329.4861
1184,51136284.0,yz,-102229.55,-8.564782e+07,329.4861
1185,51136284.0,zx,-98411.85,-8.564782e+07,329.4861
1186,51136284.0,zy,-102229.55,-8.564782e+07,329.4861
1187,51136284.0,zz,-9.378636e+07,-8.564782e+07,329.4861
1188,51636284.0,xx,-8.5706296e+07,-8.570503e+07,329.4861
1189,51636284.0,xy,-2.2848781e-10,-8.570503e+07,329.4861
1190,51636284.0,xz,-97351.84,-8.570503e+07,329.4861
1191,51636284.0,yx,-2.2848781e-10,-8.570503e+07,329.4861
1192,51636284.0,yy,-8.572304e+07,-8.570503e+07,329.4861
1193,51636284.0,yz,-101232.1,-8.570503e+07,329.4861
1194,51636284.0,zx,-97351.84,-8.570503e+07,329.4861
1195,51636284.0,zy,-101232.1,-8.570503e+07,329.4861
1196,51636284.0,zz,-9.3786376e+07,-8.570503e+07,329.4861
1197,52136284.0,xx,-8.563119e+07,-8.562999e+07,329.35034
1198,52136284.0,xy,-2.263064e-10,-8.562999e+07,329.35034
1199,52136284.0,xz,-95230.82,-8.562999e+07,329.35034
1200,52136284.0,yx,-2.263064e-10,-8.562999e+07,329.35034
1201,52136284.0,yy,-8.564707e+07,-8.562999e+07,329.35034
1202,52136284.0,yz,-99143.055,-8.562999e+07,329.35034
1203,52136284.0,zx,-95230.82,-8.562999e+07,329.35034
1204,52136284.0,zy,-99143.055,-8.562999e+07,329.35034
1205,52136284.0,zz,-9.377698e+07,-8.562999e+07,329.35034
1206,52636284.0,xx,-8.568834e+07,-8.568716e+07,329.35034
1207,52636284.0,xy,-2.2455823e-10,-8.568716e+07,329.35034
1208,52636284.0,xz,-94160.44,-8.568716e+07,329.35034
1209,52636284.0,yx,-2.2455823e-10,-8.568716e+07,329.35034
1210,52636284.0,yy,-8.570395e+07,-8.568716e+07,329.35034
1211,52636284.0,yz,-98145.03,-8.568716e+07,329.35034
1212,52636284.0,zx,-94160.44,-8.568716e+07,329.35034
1213,52636284.0,zy,-98145.03,-8.568716e+07,329.35034
1214,52636284.0,zz,-9.377725e+07,-8.568716e+07,329.35034
1215,53136284.0,xx,-8.561583e+07,-8.561471e+07,329.2172
1216,53136284.0,xy,-2.224007e-10,-8.561471e+07,329.2172
1217,53136284.0,xz,-92061.81,-8.561471e+07,329.2172
1218,53136284.0,yx,-2.224007e-10,-8.561471e+07,329.2172
1219,53136284.0,yy,-8.563038e+07,-8.561471e+07,329.2172
1220,53136284.0,yz,-96088.85,-8.561471e+07,329.2172
1221,53136284.0,zx,-92061.81,-8.561471e+07,329.2172
1222,53136284.0,zy,-96088.85,-8.561471e+07,329.2172
1223,53136284.0,zz,-9.376826e+07,-8.561471e+07,329.2172
1224,53636284.0,xx,-8.567283e+07,-8.567173e+07,329.2172
1225,53636284.0,xy,-2.2068075e-10,-8.567173e+07,329.2172
1226,53636284.0,xz,-90990.516,-8.567173e+07,329.2172
1227,53636284.0,yx,-2.2068075e-10,-8.567173e+07,329.2172
1228,53636284.0,yy,-8.568712e+07,-8.567173e+07,329.2172
1229,53636284.0,yz,-95097.32,-8.567173e+07,329.2172
1230,53636284.0,zx,-90990.516,-8.567173e+07,329.2172
1231,53636284.0,zy,-95097.32,-8.567173e+07,329.2172
1232,53636284.0,zz,-9.3768744e+07,-8.567173e+07,329.2172
1233,54136284.0,xx,-8.560221e+07,-8.560116e+07,329.08652
1234,54136284.0,xy,-2.1858709e-10,-8.560116e+07,329.08652
1235,54136284.0,xz,-88921.28,-8.560116e+07,329.08652
1236,54136284.0,yx,-2.1858709e-10,-8.560116e+07,329.08652
1237,54136284.0,yy,-8.5615976e+07,-8.560116e+07,329.08652
1238,54136284.0,yz,-93077.734,-8.560116e+07,329.08652
1239,54136284.0,zx,-88921.28,-8.560116e+07,329.08652
1240,54136284.0,zy,-93077.734,-8.560116e+07,329.08652
1241,54136284.0,zz,-9.376042e+07,-8.560116e+07,329.08652
1242,54636284.0,xx,-8.5658984e+07,-8.565796e+07,329.08652
1243,54636284.0,xy,-2.1689679e-10,-8.565796e+07,329.08652
1244,54636284.0,xz,-87856.74,-8.565796e+07,329.08652
1245,54636284.0,yx,-2.1689679e-10,-8.565796e+07,329.08652
1246,54636284.0,yy,-8.567251e+07,-8.565796e+07,329.08652
1247,54636284.0,yz,-92097.97,-8.565796e+07,329.08652
1248,54636284.0,zx,-87856.74,-8.565796e+07,329.08652
1249,54636284.0,zy,-92097.97,-8.565796e+07,329.08652
1250,54636284.0,zz,-9.3761096e+07,-8.565796e+07,329.08652
1251,55136284.0,xx,-8.559046e+07,-8.5589496e+07,328.95837
1252,55136284.0,xy,-2.1489731e-10,-8.5589496e+07,328.95837
1253,55136284.0,xz,-85826.234,-8.5589496e+07,328.95837
1254,55136284.0,yx,-2.1489731e-10,-8.5589496e+07,328.95837
1255,55136284.0,yy,-8.560375e+07,-8.5589496e+07,328.95837
1256,55136284.0,yz,-90122.48,-8.5589496e+07,328.95837
1257,55136284.0,zx,-85826.234,-8.5589496e+07,328.95837
1258,55136284.0,zy,-90122.48,-8.5589496e+07,328.95837
1259,55136284.0,zz,-9.3752664e+07,-8.5589496e+07,328.95837
